Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Id,canonical_Source,canonical_Site name,canonical_Address,canonical_Zip,canonical_Phone,canonical_Fax,canonical_Program Name,canonical_Length of Day,canonical_IDHS Provider ID,canonical_Agency,canonical_Neighborhood,canonical_Funded Enrollment,canonical_Program Option,canonical_Number per Site EHS,canonical_Number per Site HS,canonical_Director,canonical_Head Start Fund,canonical_Eearly Head Start Fund,canonical_CC fund,canonical_Progmod,canonical_Website,canonical_Executive Director,canonical_Center Director,canonical_ECE Available Programs,canonical_NAEYC Valid Until,canonical_NAEYC Program Id,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Purple binder service type,canonical_Column,canonical_Column2 
602,0.96817446,1124,CPS_Early_Childhood_Portal_scrape.csv, Smith,744 E. 103rd St. ,,5355689,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1124',b'cps_early_childhood_portal_scrape.csv',b'smith',b'744 e. 103rd st.',b'60628',b'5355689',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'pullman',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
603,0.96817446,1125,CPS_Early_Childhood_Portal_scrape.csv, Irving,749 S. Oakley Blvd ,,5347295,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1125',b'cps_early_childhood_portal_scrape.csv',b'irving',b'749 s. oakley blvd',b'60612',b'5347295',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'near west side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
604,0.96817446,1126,CPS_Early_Childhood_Portal_scrape.csv, Stock,7507 W. Birchwood ,,5341215,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1126',b'cps_early_childhood_portal_scrape.csv',b'stock',b'7507 w. birchwood',b'60631',b'5341215',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'edison park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg ts',b'',b'',b'',b'',b'',b'',b''
605,0.9609064,1127,CPS_Early_Childhood_Portal_scrape.csv, Kellman,751 S. Sacramento ,,5346602,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1127',b'cps_early_childhood_portal_scrape.csv',b'kellman',b'751 s. sacramento',b'60612',b'5346602',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'east garfield park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
606,0.96817446,1128,CPS_Early_Childhood_Portal_scrape.csv, Harvard,7525 S. Harvard ,,5353045,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1128',b'cps_early_childhood_portal_scrape.csv',b'harvard',b'7525 s. harvard',b'60620',b'5353045',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'greater grand crossing',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
607,0.96817446,1129,CPS_Early_Childhood_Portal_scrape.csv, Oglesby,7646 S. Green ,,5353060,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1129',b'cps_early_childhood_portal_scrape.csv',b'oglesby',b'7646 s. green',b'60620',b'5353060',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'auburn gresham',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
608,0.96817446,1130,CPS_Early_Childhood_Portal_scrape.csv, Stevenson,8010 S. Kostner ,,5352280,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1130',b'cps_early_childhood_portal_scrape.csv',b'stevenson',b'8010 s. kostner',b'60652',b'5352280',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'ashburn',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
609,0.96817446,1131,CPS_Early_Childhood_Portal_scrape.csv, Avalon Park,8045 S. Kenwood ,,5356615,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1131',b'cps_early_childhood_portal_scrape.csv',b'avalon park',b'8045 s. kenwood',b'60619',b'5356615',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'avalon park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
897,,1132,CPS_Early_Childhood_Portal_scrape.csv, Mann,8050 S. Chappel ,,5356640,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,0.96423006,1133,CPS_Early_Childhood_Portal_scrape.csv, Lenart,8101 S. LaSalle St. ,,5350040,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1133',b'cps_early_childhood_portal_scrape.csv',b'lenart',b'8101 s. lasalle st.',b'60620',b'5350040',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'chatham',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
611,0.96817446,1134,CPS_Early_Childhood_Portal_scrape.csv, Cook,8150 S. Bishop ,,5353315,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1134',b'cps_early_childhood_portal_scrape.csv',b'cook',b'8150 s. bishop',b'60620',b'5353315',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'auburn gresham',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
612,0.72985697,1135,CPS_Early_Childhood_Portal_scrape.csv, South Chicago,8255 S. Houston Ave. ,,5357930,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1135',b'cps_early_childhood_portal_scrape.csv',b'south chicago',b'8255 s. houston ave.',b'60617',b'5357930',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'south chicago',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
613,0.8867352,1136,CPS_Early_Childhood_Portal_scrape.csv, Ashburn School,8300 S. St Louis Ave. ,,5357860,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1136',b'cps_early_childhood_portal_scrape.csv',b'ashburn school',b'8300 s. st louis ave.',b'60652',b'5357860',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'ashburn',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
614,0.96817446,1137,CPS_Early_Childhood_Portal_scrape.csv, Dixon,8306 S. St. Lawrence ,,5353834,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1137',b'cps_early_childhood_portal_scrape.csv',b'dixon',b'8306 s. st. lawrence',b'60619',b'5353834',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'chatham',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
615,0.96817446,1138,CPS_Early_Childhood_Portal_scrape.csv, Greeley,832 W. Sheridan ,,5345800,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1138',b'cps_early_childhood_portal_scrape.csv',b'greeley',b'832 w. sheridan',b'60613',b'5345800',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'lake view',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
898,,1139,CPS_Early_Childhood_Portal_scrape.csv, New Sullivan,8331 S. Mackinaw ,,5356585,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,0.96817446,1140,CPS_Early_Childhood_Portal_scrape.csv, Coles,8441 S. Yates ,,5356550,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1140',b'cps_early_childhood_portal_scrape.csv',b'coles',b'8441 s. yates',b'60617',b'5356550',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'south chicago',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
617,0.96660846,1141,CPS_Early_Childhood_Portal_scrape.csv, Inter-American Magnet,851 W. Waveland ,,5345490,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1141',b'cps_early_childhood_portal_scrape.csv',b'inter-american magnet',b'851 w. waveland',b'60657',b'5345490',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'lake view',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
618,0.96817446,1142,CPS_Early_Childhood_Portal_scrape.csv, Foster Park,8530 S. Wood St. ,,5352725,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1142',b'cps_early_childhood_portal_scrape.csv',b'foster park',b'8530 s. wood st.',b'60620',b'5352725',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'auburn gresham',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
619,0.965407,1143,CPS_Early_Childhood_Portal_scrape.csv, Caldwell,8546 S. Cregier ,,5356300,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1143',b'cps_early_childhood_portal_scrape.csv',b'caldwell',b'8546 s. cregier',b'60617',b'5356300',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'avalon park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
620,0.96817446,1144,CPS_Early_Childhood_Portal_scrape.csv, Dirksen,8601 W. Foster ,,5341090,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1144',b'cps_early_childhood_portal_scrape.csv',b'dirksen',b'8601 w. foster',b'60656',b'5341090',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',"b""o'hare""",b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg ts',b'',b'',b'',b'',b'',b'',b''
621,0.8101473053296407,1145,CPS_Early_Childhood_Portal_scrape.csv," Thorp, J.N.",8914 S. Buffalo ,,5356250,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'2081',b'dfss_agencysitelies_2012.csv',"b'thorp, j.n.'",b'8914 s. buffalo',b'60617',b'5356250',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'south chicago',b'chicago public schools',b'south chicago',b'',b'',b'',b'',b'tony fisher',b'yes',b'no',b'no',b'',b'www.cps.edu',b'paula cottone',b'tony fisher',b'',b'',b'',b'',b'',b''
622,0.96817446,1146,CPS_Early_Childhood_Portal_scrape.csv, Mireles,9000 S. Exchange ,,5356360,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1146',b'cps_early_childhood_portal_scrape.csv',b'mireles',b'9000 s. exchange',b'60617',b'5356360',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'south chicago',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
899,,1147,CPS_Early_Childhood_Portal_scrape.csv, Fort Dearborn,9025 S. Throop ,,5352680,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,,1148,CPS_Early_Childhood_Portal_scrape.csv, Davis Dev. Center,9101 S. Jeffery ,,5356209,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,,1149,CPS_Early_Childhood_Portal_scrape.csv, Armour,911 West 32nd Place ,,5357297,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,0.96817446,1150,CPS_Early_Childhood_Portal_scrape.csv," Washington, H.",9130 S. University ,,5356225,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1150',b'cps_early_childhood_portal_scrape.csv',"b'washington, h.'",b'9130 s. university',b'60617',b'5356225',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'burnside',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
624,0.9587532,1151,CPS_Early_Childhood_Portal_scrape.csv," Jackson, M.",917 W. 88Th St. ,,5353341,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1151',b'cps_early_childhood_portal_scrape.csv',"b'jackson, m.'",b'917 w. 88th st.',b'60620',b'5353341',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'auburn gresham',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
625,0.96817446,1152,CPS_Early_Childhood_Portal_scrape.csv, Warren,9239 S. Jeffery ,,5356625,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1152',b'cps_early_childhood_portal_scrape.csv',b'warren',b'9239 s. jeffery',b'60617',b'5356625',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'calumet heights',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
626,0.96817446,1153,CPS_Early_Childhood_Portal_scrape.csv, Gillespie,9301 S. State St. ,,5355065,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1153',b'cps_early_childhood_portal_scrape.csv',b'gillespie',b'9301 s. state st.',b'60619',b'5355065',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'roseland',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
627,0.96292436,1154,CPS_Early_Childhood_Portal_scrape.csv, Kozminski Com Acad,936 E. 54Th ,,5350980,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1154',b'cps_early_childhood_portal_scrape.csv',b'kozminski com acad',b'936 e. 54th',b'60615',b'5350980',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'hyde park',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
902,,1155,CPS_Early_Childhood_Portal_scrape.csv, Wacker,9746 S. Morgan ,,5352821,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,0.96817446,1156,CPS_Early_Childhood_Portal_scrape.csv, Schmid,9755 S. Greenwood ,,5356235,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1156',b'cps_early_childhood_portal_scrape.csv',b'schmid',b'9755 s. greenwood',b'60628',b'5356235',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'pullman',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
629,0.96817446,1157,CPS_Early_Childhood_Portal_scrape.csv, Marsh,9810 S. Exchange ,,5356430,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1157',b'cps_early_childhood_portal_scrape.csv',b'marsh',b'9810 s. exchange',b'60617',b'5356430',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'south deering',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
903,,1158,CPS_Early_Childhood_Portal_scrape.csv, Evers,9811 S. Lowe ,,5352565,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,0.96495587,1159,CPS_Early_Childhood_Portal_scrape.csv, Taylor,9912 S. Avenue ,,5356240,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1159',b'cps_early_childhood_portal_scrape.csv',b'taylor',b'9912 s. avenue',b'60617',b'5356240',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'east side',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
631,0.96817446,1160,CPS_Early_Childhood_Portal_scrape.csv, Lawrence,9928 S. Crandon ,,5356320,,Prekindergarten For All,3-4 hours,,,,,,,,,,,,,,,,,,,,,,,,b'1160',b'cps_early_childhood_portal_scrape.csv',b'lawrence',b'9928 s. crandon',b'60617',b'5356320',b'',b'prekindergarten for all',b'3-4 hours',b'',b'',b'south deering',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'pfa-reg',b'',b'',b'',b'',b'',b'',b''
3,0.8717565261400663,1161,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd ,,9395115,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6',b'cps_early_childhood_portal_scrape.csv',b'easter seals society of metropolitan chicago - gilchrist-marchman',b'1001 w roosevelt rd',b'60608',b'9395115',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'near west side',b'easter seals society of metropolitan chicago',b'near west side',b'',b'',b'',b'',b'ms. adrienne hamilton',b'yes',b'yes',b'yes',"b'4249it(child care it center), 7012ps(hs collaboration with c'",b'www.easterseaslchicago.org',b'barbara zawacki',b'morayma cancel',b'',b'01/31/13',b'508147',b'mcancel@eastersealschicago.org',b'',b'child care'
3,0.8717565261400663,1162,CPS_Early_Childhood_Portal_scrape.csv, Easter Seals Society of Metropolitan Chicago - Gilchrist-Marchman,1001 W Roosevelt Rd ,,9395115,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'6',b'cps_early_childhood_portal_scrape.csv',b'easter seals society of metropolitan chicago - gilchrist-marchman',b'1001 w roosevelt rd',b'60608',b'9395115',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'near west side',b'easter seals society of metropolitan chicago',b'near west side',b'',b'',b'',b'',b'ms. adrienne hamilton',b'yes',b'yes',b'yes',"b'4249it(child care it center), 7012ps(hs collaboration with c'",b'www.easterseaslchicago.org',b'barbara zawacki',b'morayma cancel',b'',b'01/31/13',b'508147',b'mcancel@eastersealschicago.org',b'',b'child care'
632,0.9334449470043182,1163,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Newberry Center,1073 W Maxwell St ,,8297555,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'3323',b'purple_binder_early_childhood.csv',b'marcy newberry association',b'1073 w maxwell',b'60608',b'8297555',b'',b'school age',b'part day/full day',b'',b'',b'',b'marcy newberry association',b'near west side',b'',b'',b'',b'',b'vernon lyle',b'no',b'no',b'yes',b'2753sa(school age (sa))',b'www.marcy-newberry.org',b'gertrude ricks',b'vernon lyle',b'',b'',b'',b'',b'',b'child care'
633,0.6773589452107747,1164,CPS_Early_Childhood_Portal_scrape.csv, South East Asia Center - South East Asia Center(Foster),1112 W Foster Ave ,,,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1164',b'cps_early_childhood_portal_scrape.csv',b'south-east asia center',b'1112 w foster',b'60640',b'9897433',b'',b'school age',b'part day/full day',b'',b'',b'',b'south east asia center',b'edgewater',b'',b'',b'',b'',b'tsering ngalutsang',b'no',b'no',b'yes',b'4127sa(school age (sa))',b'www.se-asiacenter.org',b'peter porr',b'tsering ngalutsang',b'',b'',b'',b'',b'',b'child care'
11,0.9681744575500488,1165,CPS_Early_Childhood_Portal_scrape.csv, South East Asia Center - South-East Asia Center(Ainslie),1124 W Ainslie St ,,9897433,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'18',b'cps_early_childhood_portal_scrape.csv',b'south east asia center - south-east asia center(ainslie)',b'1124 w ainslie st',b'',b'9897433',b'',b'state pre-kindergarten',b'part day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b''
17,0.9380025405150193,1166,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'28',b'cps_early_childhood_portal_scrape.csv',b'marcy newberry association - fosco abla center',b'1312 s racine',b'60608',b'7466024',b'',b'head start',b'half day/full day',b'',b'',b'',b'marcy newberry association',b'near west side',b'',b'',b'',b'',b'kimberly johnson',b'yes',b'yes',b'no',"b'4195it(child care it center), 7086ps (hs collaboration with'",b'www.marcy-newberry.org',b'gertrude ricks',b'kimberly johnson',b'',b'',b'',b'',b'',b'early head start'
17,0.9380025405150193,1167,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - FOSCO ABLA Center,1312 S Racine Ave ,,7466024,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'28',b'cps_early_childhood_portal_scrape.csv',b'marcy newberry association - fosco abla center',b'1312 s racine',b'60608',b'7466024',b'',b'head start',b'half day/full day',b'',b'',b'',b'marcy newberry association',b'near west side',b'',b'',b'',b'',b'kimberly johnson',b'yes',b'yes',b'no',"b'4195it(child care it center), 7086ps (hs collaboration with'",b'www.marcy-newberry.org',b'gertrude ricks',b'kimberly johnson',b'',b'',b'',b'',b'',b'early head start'
634,0.9551513195037842,1168,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Erie House,1347 W Erie St ,,6663460,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'3144',b'purple_binder_early_childhood.csv',b'erie neighborhood house',b'1347 w erie street',b'60642',b'6663430',b'',b'school age',b'part day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care'
636,0.9434464,1169,CPS_Early_Childhood_Portal_scrape.csv, Karen Cruz Children's Center - Karen Cruz Children's Center,1507 W Sunnyside Ave ,,7281777,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1169',b'cps_early_childhood_portal_scrape.csv',"b""karen cruz children's center - karen cruz children's center""",b'1507 w sunnyside ave',b'60640',b'7281777',b'',b'school age',b'part day/full day',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'child care'
637,0.7885296940803528,1170,CPS_Early_Childhood_Portal_scrape.csv, Better Boys Foundation - Better Boys Fndn Family Service,1512 S Pulaski St ,,2779582,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'1170',b'cps_early_childhood_portal_scrape.csv',b'bbf family services',b'1512 s pulaski',b'60623',b'2779582',b'',b'school age',b'part day/full day',b'',b'',b'',b'bbf family services',b'north lawndale',b'',b'',b'',b'',b'',b'no',b'no',b'no',b'2616sa(school age (sa))',b'www.betterboys.org',b'',b'',b'',b'',b'',b'',b'',b'child care'
24,0.9296627591053644,1171,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'37',b'cps_early_childhood_portal_scrape.csv',b'marcy newberry association - marcy center',b'1539 s springfield',b'60623',b'7612300',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'north lawndale',b'marcy newberry association',b'north lawndale',b'',b'',b'',b'',b'barbara tucker',b'yes',b'no',b'yes',"b'2751it(child care it center), 7135ps(hs collaboration with c'",b'www.marcy-newberry.org',b'gertrude ricks',b'barbara tucker',b'',b'',b'',b'',b'',b'child care'
24,0.9296627591053644,1172,CPS_Early_Childhood_Portal_scrape.csv, Marcy Newberry Association - Marcy Center,1539 S Springfield Ave ,,7612300,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'37',b'cps_early_childhood_portal_scrape.csv',b'marcy newberry association - marcy center',b'1539 s springfield',b'60623',b'7612300',b'',b'state pre-kindergarten',b'half day/full day',b'',b'',b'north lawndale',b'marcy newberry association',b'north lawndale',b'',b'',b'',b'',b'barbara tucker',b'yes',b'no',b'yes',"b'2751it(child care it center), 7135ps(hs collaboration with c'",b'www.marcy-newberry.org',b'gertrude ricks',b'barbara tucker',b'',b'',b'',b'',b'',b'child care'
29,0.8641847893595695,1173,CPS_Early_Childhood_Portal_scrape.csv, Chicago Commons Association - Paulo Freire,1653 W 43rd St ,,8262669,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'42',b'cps_early_childhood_portal_scrape.csv',b'chicago commons association - paulo freire',b'1653 w 43rd st',b'60609',b'8266260',b'',b'child care',b'half day/full day',b'',b'',b'new city',b'chicago commons association',b'new city',b'',b'',b'',b'',b'jenny seacat',b'yes',b'no',b'yes',"b'2626it(child care it center), 3402ps(hs collaboration with c'",b'www.chicagocommons.org',b'dan valliere',b'nilda vargas',b'',b'02/01/16',b'278793',b'vargasn@chicagocommons.org',b'',b''
30,0.8945815454829823,1174,CPS_Early_Childhood_Portal_scrape.csv, Erie Neighborhood House - Erie Community Center,1701 W Superior St ,,5635800,,School Age,PART DAY/FULL DAY,,,,,,,,,,,,,,,,,,,,,,,,b'43',b'cps_early_childhood_portal_scrape.csv',b'erie neighborhood house - erie community center',b'1701 w superior',b'60622',b'5635800',b'',b'child care',b'half day/full day',b'',b'',b'west town',b'erie neighborhood house',b'west town',b'',b'',b'',b'',b'celena roldan',b'yes',b'no',b'no',"b'2640it(child care it center), 3256ps(hs collaboration with c'",b'www.eriehouse.org',b'cp',b'celena roldan',b'',b'05/31/13',b'293383',b'lfalk@eriehouse.org',b'',b'child care'
